No,データパターン,データタイプ,得意先正式名称,ふりがな,呼称,締日,締日From,締日To,納品書印刷,入金種別,得意先区分,請求日,売上計上日,報告書No,報告書枝From,報告書枝To,担当者,研究所,部門,摘要,品名,税区分,単位,数量,単価,税抜金額,消費税,税込額,メモ
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121113,20121113,,,,丹羽充代,大阪研究所,繊維,商品試験,Ｔシャツ　・染色堅牢度試験,課税(5%),,,,24080,1204,25284,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120530,20120530,,,,畑井百合子,大阪研究所,繊維,商品試験,ひざ掛け　・染色堅牢度試験,課税(5%),,,,24710,1235.5,25945.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130529,20130529,,,,丹羽充代,大阪研究所,繊維,商品試験,Ｔシャツ　　　　染色堅牢度試験,課税(5%),,,,25270,1263.5,26533.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120823,20120823,,,,丹羽充代,大阪研究所,繊維,商品試験,エプロン他　　　　　　染色堅牢度試験,課税(5%),,,,25830,1291.5,27121.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120912,20120912,,,,丹羽充代,大阪研究所,繊維,商品試験,バスタオル､ストール　染色堅牢度試験,課税(5%),,,,26740,1337,28077,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121113,20121113,,,,丹羽充代,大阪研究所,繊維,商品試験,Ｔシャツ　・染色堅牢度試験,課税(5%),,,,26740,1337,28077,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121023,20121023,,,,丹羽充代,大阪研究所,繊維,商品試験,Ｔシャツ　　　・染色堅牢度試験,課税(5%),,,,27090,1354.5,28444.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120409,20120409,,,,丹羽充代,大阪研究所,繊維,商品試験,エプロン･ティータオル･鍋つかみ　各１,課税(5%),,,,27230,1361.5,28591.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121222,20121222,,,,丹羽充代,大阪研究所,繊維,商品試験,Ｔシャツ　・染色堅牢度試験,課税(5%),,,,27650,1382.5,29032.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121023,20121023,,,,丹羽充代,大阪研究所,繊維,商品試験,Ｔシャツ　　・染色堅牢度試験,課税(5%),,,,32690,1634.5,34324.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120330,20120330,,,,畑井百合子,大阪研究所,繊維,商品試験,プリントＴシャツ　　・染色堅牢度試験,課税(5%),,,,33600,1680,35280,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120927,20120927,,,,丹羽充代,大阪研究所,繊維,商品試験,水着　　　　　　　　　染色堅牢度試験,課税(5%),,,,35840,1792,37632,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120918,20120918,,,,丹羽充代,大阪研究所,繊維,商品試験,インド　ストール　　　染色堅牢度試験,課税(5%),,,,39410,1970.5,41380.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120406,20120406,,,,丹羽充代,大阪研究所,繊維,商品試験,Tシャツ　・染色堅牢度試験,課税(5%),,,,40530,2026.5,42556.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120313,20120313,,,,畑井百合子,大阪研究所,繊維,商品試験,毛糸のパンツ　・染色堅牢度試験,課税(5%),,,,45430,2271.5,47701.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121023,20121023,,,,丹羽充代,大阪研究所,繊維,商品試験,パンツ４点Ｔシャツ１２点　染色堅牢度,課税(5%),,,,50470,2523.5,52993.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120410,20120410,,,,丹羽充代,大阪研究所,繊維,商品試験,Ｔシャツ　染色堅牢度試験・耐洗濯試験,課税(5%),,,,55510,2775.5,58285.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120705,20120705,,,,丹羽充代,大阪研究所,繊維,商品試験,タイツ　・ホルマリン試験,課税(5%),,,,56070,2803.5,58873.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120417,20120417,,,,畑井百合子,大阪研究所,繊維,商品試験,Tシャツ　・染色堅牢度・耐洗濯性試験,課税(5%),,,,56840,2842,59682,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130423,20130423,,,,丹羽充代,大阪研究所,繊維,商品試験,タイツ・染色堅牢度試験,課税(5%),,,,56910,2845.5,59755.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120430,20120430,,,,小村真司,大阪研究所,繊維,業務受託,４月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120531,20120531,,,,小村真司,大阪研究所,繊維,業務受託,５月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120630,20120630,,,,小村真司,大阪研究所,繊維,業務受託,６月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120731,20120731,,,,小村真司,大阪研究所,繊維,業務受託,７月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120831,20120831,,,,小村真司,大阪研究所,繊維,業務受託,８月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120930,20120930,,,,小村真司,大阪研究所,繊維,業務受託,９月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121031,20121031,,,,小村真司,大阪研究所,繊維,業務受託,１０月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121130,20121130,,,,小村真司,大阪研究所,繊維,業務受託,１１月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121231,20121231,,,,小村真司,大阪研究所,繊維,業務受託,１２月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130131,20130131,,,,小村真司,大阪研究所,繊維,業務受託,１月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130228,20130228,,,,小村真司,大阪研究所,繊維,業務受託,２月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130331,20130331,,,,小村真司,大阪研究所,繊維,業務受託,３月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130430,20130430,,,,小村真司,大阪研究所,繊維,業務受託,４月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130531,20130531,,,,小村真司,大阪研究所,繊維,業務受託,５月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130630,20130630,,,,小村真司,大阪研究所,繊維,業務受託,６月分業務受託料,課税(5%),,,,56000,2800,58800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,大丸グループ,20121023,20121023,,,,丹羽充代,大阪研究所,繊維,商品試験,Ｔシャツ　　・染色堅牢度試験,課税(5%),,,,17990,899.5,18889.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,大丸グループ,20120817,20120817,,,,畑井百合子,大阪研究所,繊維,商品試験,タンクトップ等　　　染色堅牢度試験,課税(5%),,,,78050,3902.5,81952.5,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120307,20120307,,,,篠岳,東京研究所,食品,媒体表示確認,２月２８日　コンベンション表示点検,課税(5%),,,,18000,900,18900,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120315,20120315,,,,篠岳,東京研究所,食品,商品試験,商品企画書作成（２/２７受付･３/１報告分）,課税(5%),,,,4500,225,4725,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120625,20120625,,,,篠岳,東京研究所,食品,商品試験,チョコレート　商品規格書表示作成,課税(5%),,,,4500,225,4725,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120920,20120920,,,,篠岳,東京研究所,食品,商品試験,ラズベリーハートジェリー,課税(5%),,,,4500,225,4725,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130319,20130319,,,,篠岳,東京研究所,食品,商品試験,商品企画書作成,課税(5%),,,,4500,225,4725,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130430,20130430,,,,篠岳,東京研究所,食品,商品試験,Baur　new　１sku,課税(5%),,,,4500,225,4725,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130430,20130430,,,,篠岳,東京研究所,食品,商品試験,Baur　new　１sku　Choc　Iollipop,課税(5%),,,,4500,225,4725,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130430,20130430,,,,篠岳,東京研究所,食品,商品試験,Fruit　Gums,課税(5%),,,,4500,225,4725,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130531,20130531,,,,篠岳,東京研究所,食品,商品試験,Rohan　１sku,課税(5%),,,,4500,225,4725,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130531,20130531,,,,篠岳,東京研究所,食品,商品試験,keisen　１sku,課税(5%),,,,4500,225,4725,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120326,20120326,,,,篠岳,東京研究所,食品,商品試験,パイ　　　商品規格書作成,課税(5%),,,,5400,270,5670,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120315,20120315,,,,篠岳,東京研究所,食品,商品試験,商品企画書作成（３/２受付・３/８報告分）,課税(5%),,,,9000,450,9450,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120326,20120326,,,,篠岳,東京研究所,食品,商品試験,クッキー　商品規格書作成,課税(5%),,,,9000,450,9450,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121024,20121024,,,,篠岳,東京研究所,食品,商品試験,Ｌｉｍａｒ　２ｓｋｕ　商品規格書作成,課税(5%),,,,9000,450,9450,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130531,20130531,,,,篠岳,東京研究所,食品,商品試験,Gunthart２sku,課税(5%),,,,9000,450,9450,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130208,20130208,,,,石井睦美,東京研究所,食品,商品試験,異物　　（異物試験）,課税(5%),,,,10000,500,10500,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120430,20120430,,,,篠岳,東京研究所,食品,商品試験,チョコレート　商品規格書表示作成,課税(5%),,,,13500,675,14175,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120509,20120509,,,,篠岳,東京研究所,食品,商品試験,チーズクラッカー　商品規格書表示作成,課税(5%),,,,13500,675,14175,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120830,20120830,,,,篠岳,東京研究所,食品,商品試験,綿飴　　　　　　　商品規格書表示作成,課税(5%),,,,13500,675,14175,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120920,20120920,,,,篠岳,東京研究所,食品,商品試験,チョコレート菓子３ｓｋｕ,課税(5%),,,,13500,675,14175,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130430,20130430,,,,篠岳,東京研究所,食品,商品試験,Choc　Balls　w,課税(5%),,,,13500,675,14175,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130630,20130630,,,,篠岳,東京研究所,食品,商品試験,IckxNewチョコ３sku,課税(5%),,,,13500,675,14175,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120315,20120315,,,,篠岳,東京研究所,食品,商品試験,商品企画書作成（３/１受付・３/８報告分）,課税(5%),,,,18000,900,18900,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120912,20120912,,,,木村みゆき,東京研究所,食品,商品試験,PLAZA　GINZA　商品表示点検,課税(5%),,,,18000,900,18900,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120410,20120410,,,,篠岳,東京研究所,食品,商品試験,チョコレート商品規格書作成,課税(5%),,,,27000,1350,28350,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121011,20121011,,,,篠岳,東京研究所,食品,商品試験,LA　FEE　NOUGATINE　６sku,課税(5%),,,,27000,1350,28350,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20130531,20130531,,,,篠岳,東京研究所,食品,商品試験,Chocolate　Signatures６sku,課税(5%),,,,27000,1350,28350,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120521,20120521,,,,篠岳,東京研究所,食品,商品試験,チョコレート　商品規格書表示作成,課税(5%),,,,36000,1800,37800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121130,20121130,,,,篠岳,東京研究所,食品,商品試験,ＣＯＣ-８ＳＫＵ,課税(5%),,,,36000,1800,37800,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20121130,20121130,,,,篠岳,東京研究所,食品,商品試験,ＫＳｃｏｒｎ＆seasonings-９ＳＫＵ,課税(5%),,,,40500,2025,42525,
,,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,株式会社ｽﾀｲﾘﾝｸﾞﾗｲﾌﾎｰﾙﾃﾞｨﾝｸﾞｽ,,,,,その他,一般外部,20120430,20120430,,,,篠岳,東京研究所,食品,業務受託,４月分業務受託料,課税(5%),,,,56000,2800,58800,
